  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1003300660103,16/07/2021,Inexigibilidade de Licitação,08/12/2021,A,LIBBS FARMACEUTICA LTDA,61.230.314/0001-75,RAVIMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,31.434.320/0001-83,FUNDO MUNICIPAL DE SAUDE DE COLATINA,14.578.805/0001-21,COLATINA,ES,"120000,0000","0,0657","0,9273",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1052500100071,07/05/2021,Pregão,19/08/2021,A,TORRENT DO BRASIL LTDA,33.078.528/0001-32,ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,09.192.829/0001-08,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"3152250,0000","0,0667","1,2093",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1023510730048,15/02/2021,Pregão,27/09/2021,A,EMS S/A,57.507.378/0003-65,RAVIMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,31.434.320/0001-83,FUNDO MUNICIPAL DE SAUDE DE VITORIA,14.792.165/0001-58,VITORIA,ES,"585000,0000","0,0676","2,1033",02/2022,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1058308410073,12/08/2021,Pregão,05/01/2022,A,GERMED FARMACÊUTICA LTDA,45.992.062/0001-65,VIANA FARMA COMERCIO E REPRESENTACOES LTDA ,12.891.104/0001-12,FUNDO MUNICIPAL DE SAUDE DE ITABAIANA SERGIPE,12.219.015/0001-24,ITABAIANA,SE,"100000,0000","0,0700","2,3910",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não,1267503280071,07/03/2021,Pregão,19/08/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA - EPP ,17.472.278/0001-64,MUNICIPIO DE IGREJINHA,88.379.763/0001-36,IGREJINHA,RS,"40000,0000","0,0700","2,3910",02/2022,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1267502420013,20/10/2020,Pregão,27/05/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA - EPP ,17.472.278/0001-64,FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA,06.016.618/0001-26,MIRANTE DA SERRA,RO,"600,0000","0,0700","2,1167",02/2022,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não,1023510680075,06/02/2021,Pregão,06/07/2021,A,EMS S/A,57.507.378/0003-65,DROGAMIX DISTRIBUIDORA DE MEDICAMENTOS EIRELI,31.368.706/0001-34,FUNDO MUNICIPAL DE SAUDE,08.851.627/0001-68,BELEM DE MARIA,PE,"2800,0000","0,0700","0,0000",N/A,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1014600650151,09/04/2021,Pregão,23/06/2021,A,LABORATORIOS BALDACCI LTDA EM RECUPERACAO JUDICIAL,61.150.447/0001-31,ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,31.187.918/0001-15,FUNDO MUNICIPAL DE SAUDE,11.490.408/0001-05,ALHANDRA,PB,"20000,0000","0,0700","0,9350",02/2022,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não, Não Informado,25/08/2021,Pregão,11/01/2022,A,GERMED FARMACEUTICA LTDA ,45.992.062/0009-12,VIANA FARMA COMERCIO E REPRESENTACOES LTDA ,12.891.104/0001-12,FUNDO MUNICIPAL DE SAUDE,11.261.188/0001-48,ITABAIANINHA,SE,"8010,0000","0,0700","0,0000",N/A,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1267503280029,07/03/2021,Pregão,19/08/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA - EPP ,17.472.278/0001-64,MUNICIPIO DE IGREJINHA,88.379.763/0001-36,IGREJINHA,RS,"35000,0000","0,0700","2,1293",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1256803150044,10/02/2021,Pregão,15/03/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE OURINHOS,53.415.717/0001-60,OURINHOS,SP,"60000,0000","0,0700","0,7440",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1023510680024,29/10/2020,Pregão,16/12/2020,A,EMS S/A,57.507.378/0003-65,RINALDI & COGO LTDA - ME ,07.269.677/0001-79,FUNDO MUNICIPAL DE SAUDE DE TOLEDO,08.885.072/0001-75,TOLEDO,PR,"40000,0000","0,0720","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1267502420013,07/09/2020,Pregão,08/10/2020,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,RG2S DISTRIBUIDORA DE MEDICAMENTOS LTDA,31.905.076/0001-90,MUNICIPIO DE PAULA FREITAS,75.687.954/0001-13,PAULA FREITAS,PR,"25000,0000","0,0720","2,1293",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,08/09/2020,Pregão,23/10/2020,A,GERMED FARMACEUTICA LTDA ,45.992.062/0009-12,A. G. KIENEN E CIA LTDA,82.225.947/0001-65,FUNDO MUNICIPAL DE SAUDE DE SAO JOAO DO TRIUNFO,09.285.785/0001-60,SAO JOAO DO TRIUNFO,PR,"15000,0000","0,0720","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,27/11/2020,Pregão,21/12/2020,A,EMS S/A,57.507.378/0006-08,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,MUNICIPIO DE PALOTINA,76.208.487/0001-64,PALOTINA,PR,"21000,0000","0,0739","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,25/09/2020,Pregão,17/12/2020,A,EMS S/A,57.507.378/0006-08,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,FUNDO MUNICIPAL DE SAUDE,09.182.117/0001-08,PRANCHITA,PR,"12000,0000","0,0740","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1023510730048,02/12/2020,Pregão,25/06/2021,A,EMS S/A,57.507.378/0003-65,LIGIA MARIA CARNEIRO ,29.228.930/0001-89,FUNDO MUNICIPAL DE SAUDE DE JARAGUA DO SUL,14.007.211/0001-60,JARAGUA DO SUL,SC,"140000,0000","0,0740","2,1033",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,13/10/2020,Pregão,21/12/2020,A,EMS S/A,57.507.378/0006-08,RG2S DISTRIBUIDORA DE MEDICAMENTOS LTDA,31.905.076/0001-90,MUNICIPIO DE ANTONIO OLINTO,76.020.460/0001-43,ANTONIO OLINTO,PR,"15000,0000","0,0745","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,23/12/2020,Pregão,18/05/2021,A,EMS S/A,57.507.378/0006-08,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,28.093.678/0001-85,MUNICIPIO DE IMBE,90.256.652/0001-84,IMBE,RS,"100000,0000","0,0750","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1052500100071,18/03/2021,Pregão,27/07/2021,A,TORRENT DO BRASIL LTDA,33.078.528/0001-32,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI ,28.123.417/0001-60,MUNICIPIO DE BAURU,46.137.410/0001-80,BAURU,SP,"990000,0000","0,0760","1,2240",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1267502420013,08/10/2020,Pregão,12/11/2020,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,A. G. KIENEN E CIA LTDA,82.225.947/0001-65,MUNICIPIO DE MARIPA,95.583.571/0001-02,MARIPA,PR,"5000,0000","0,0760","2,1293",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,23/10/2020,Pregão,26/02/2021,A,EMS S/A,57.507.378/0006-08,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GOIOERE,09.298.629/0001-34,GOIOERE,PR,"2000,0000","0,0766","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1023510730021,28/12/2020,Pregão,10/03/2021,A,EMS S/A,57.507.378/0003-65,CIRURGICA NOSSA SENHORA - EIRELI,24.586.988/0001-80,MUNICIPIO DE QUATRO PONTES,95.719.381/0001-70,QUATRO PONTES,PR,"2500,0000","0,0770","2,1293",02/2022,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1677304790070,13/04/2021,Pregão,27/05/2021,A,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA ,05.044.984/0001-26,CIRURGICA NOSSA SENHORA - EIRELI,24.586.988/0001-80,FUNDO MUNICIPAL DE SAUDE DE CAPAO ALTO,15.408.168/0001-08,CAPAO ALTO,SC,"10000,0000","0,0770","2,3623",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não,1023510680075,29/10/2020,Pregão,16/12/2020,A,EMS S/A,57.507.378/0003-65,RINALDI & COGO LTDA - ME ,07.269.677/0001-79,FUNDO MUNICIPAL DE SAUDE DE TOLEDO,08.885.072/0001-75,TOLEDO,PR,"40000,0000","0,0770","0,0000",N/A,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1023510680024,21/09/2020,Pregão,06/11/2020,A,EMS S/A,57.507.378/0003-65,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,FUNDACAO MUNICIPAL DE SAUDE DE BITURUNA,04.326.257/0001-99,BITURUNA,PR,"22000,0000","0,0779","0,0000",N/A,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1057305940073,07/12/2020,Pregão,20/01/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,INTERLAB FARMACEUTICA LTDA ,43.295.831/0001-40,MUNICIPIO DE GUARUJA,44.959.021/0001-04,GUARUJA,SP,"1000000,0000","0,0780","1,6753",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102500027,15/06/2021,Pregão,19/07/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0007-00,FUNDO MUNICIPAL DE SAUDE DE FLORIANOPOLIS,08.935.681/0001-91,FLORIANOPOLIS,SC,"1125000,0000","0,0790","0,5860",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1267503280071,07/05/2021,Pregão,19/08/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA - EPP ,17.472.278/0001-64,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"4024200,0000","0,0790","2,3623",02/2022,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,22/01/2021,Pregão,22/04/2021,A,EMS S/A,57.507.378/0006-08,ZUCK PAPEIS LTDA,23.232.280/0001-69,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28.715.986/0001-03,AMPARO DE SAO FRANCISCO,SE,"30,0000","0,0790","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,26/11/2020,Pregão,26/01/2021,A,EMS S/A,57.507.378/0006-08,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,MUNICIPIO DE PALMEIRA,76.179.829/0001-65,PALMEIRA,PR,"45000,0000","0,0800","0,0000",N/A,"0,0884"
BR0272045,"CLOPIDOGREL, DOSAGEM:75 MG",COMPRIMIDO,Não,1004310250011,09/04/2021,Pregão,23/06/2021,A,EUROFARMA LABORATORIOS LTDA ,61.190.096/0001-92,ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,31.187.918/0001-15,FUNDO MUNICIPAL DE SAUDE,11.490.408/0001-05,ALHANDRA,PB,"20000,0000","0,0800","2,2270",02/2022,"0,2890"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1267502420021,07/04/2021,Tomada de Preços,15/07/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,A. G. KIENEN E CIA LTDA,82.225.947/0001-65,MUNICIPIO DE OSORIO,88.814.181/0001-30,OSORIO,RS,"300000,0000","0,0800","2,1290",02/2022,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não,1052500100088,02/06/2021,Pregão,21/07/2021,A,TORRENT DO BRASIL LTDA,33.078.528/0001-32,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI ,28.123.417/0001-60,CONSORCIO INTERMUNICIPAL DO OESTE PAULISTA,18.960.233/0001-00,PRESIDENTE PRUDENTE,SP,"474360,0000","0,0800","1,3957",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não, Não Informado,31/03/2021,Pregão,18/06/2021,A,EMS S/A,57.507.378/0006-08,MEDCOM SAUDE DENTALMEDICA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,37.730.050/0001-34,FUNDO MUNICIPAL DE SAUDE,11.664.446/0001-37,PACAJA,PA,"11000,0000","0,0800","0,0000",N/A,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não, Não Informado,25/09/2020,Pregão,17/12/2020,A,EMS S/A,57.507.378/0006-08,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,FUNDO MUNICIPAL DE SAUDE,09.182.117/0001-08,PRANCHITA,PR,"10000,0000","0,0800","0,0000",N/A,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102500027,15/06/2021,Pregão,01/07/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0007-00,FUNDO MUNICIPAL DE SAUDE,09.253.109/0001-05,CAMPO MOURAO,PR,"120000,0000","0,0800","0,5930",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não, Não Informado,08/10/2020,Pregão,12/11/2020,A,EMS S/A,57.507.378/0006-08,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,MUNICIPIO DE MARIPA,95.583.571/0001-02,MARIPA,PR,"8000,0000","0,0800","0,0000",N/A,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1023510730110,08/09/2020,Pregão,23/10/2020,A,EMS S/A,57.507.378/0003-65,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,FUNDO MUNICIPAL DE SAUDE DE SAO JOAO DO TRIUNFO,09.285.785/0001-60,SAO JOAO DO TRIUNFO,PR,"15000,0000","0,0800","2,3910",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não, Não Informado,19/07/2021,Pregão,16/08/2021,A,EMS S/A,57.507.378/0006-08,UBIMED DISTRIBUIDORA MEDICO HOSPITALAR - EIRELI - EPP ,18.161.599/0001-00,FUNDO MUNICIPAL DE SAUDE,08.542.693/0001-56,LOBATO,PR,"2000,0000","0,0800","0,0000",N/A,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não,1052500100088,22/07/2021,Pregão,16/08/2021,A,TORRENT DO BRASIL LTDA,33.078.528/0001-32,ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,09.192.829/0001-08,MUNICIPIO DE SAO JOSE DOS PINHAIS,76.105.543/0001-35,SAO JOSE DOS PINHAIS,PR,"1400000,0000","0,0800","1,3957",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1058308410073,10/02/2021,Pregão,15/03/2021,A,GERMED FARMACÊUTICA LTDA,45.992.062/0001-65,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE OURINHOS,53.415.717/0001-60,OURINHOS,SP,"120000,0000","0,0800","2,3910",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,Não, Não Informado,09/09/2021,Pregão,03/12/2021,A,EMS S/A,57.507.378/0006-08,DROGAFONTE LTDA,08.778.201/0001-26,FUNDO MUNICIPAL DE SAUDE,11.164.805/0001-97,JURIPIRANGA,PB,"5000,0000","0,0800","0,0000",N/A,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,24/09/2020,Pregão,26/05/2021,A,EMS S/A,57.507.378/0006-08,DISTRIBUIDORA OMEGA LTDA - ME ,11.187.037/0001-97,FUNDO  MUNICIPAL  DE  SAUDE DE  MARABA,18.478.187/0001-07,MARABA,PA,"90000,0000","0,0800","0,0000",N/A,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1267502420021,21/12/2020,Pregão,15/03/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,A. G. KIENEN E CIA LTDA,82.225.947/0001-65,MUNICIPIO DE SANTA HELENA,76.206.457/0001-19,SANTA HELENA,PR,"5000,0000","0,0800","2,1290",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não,1356906840023,10/11/2020,Pregão,19/05/2021,A,EMS SIGMA PHARMA LTDA ,00.923.140/0001-31,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,FUNDO MUNICIPAL DE SAUDE,09.241.895/0001-20,MANDAGUARI,PR,"10000,0000","0,0800","0,9870",02/2022,"0,0884"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,Não, Não Informado,23/11/2020,Pregão,24/11/2020,A,EMS S/A,57.507.378/0006-08,CIRURGICA NOSSA SENHORA - EIRELI,24.586.988/0001-80,FUNDO MUNICIPAL DE SAUDE,08.542.693/0001-56,LOBATO,PR,"2000,0000","0,0800","0,0000",N/A,"0,0884"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102500027,05/07/2021,Pregão,14/09/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0007-00,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"485500,0000","0,0800","0,5930",02/2022,"0,0942"
BR0267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO - GENÉRICO,Sim,1023510730110,12/07/2021,Pregão,20/08/2021,A,EMS S/A,57.507.378/0003-65,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI ,27.600.270/0001-90,FUNDO MUNICIPAL DE SAUDE,11.266.975/0001-82,CAMPO DO BRITO,SE,"20000,0000","0,0800","2,3910",02/2022,"0,0942"
BR0267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO - GENÉRICO,Sim,1267502420021,19/11/2020,Pregão,25/06/2021,A,NOVA QUIMICA FARMACEUTICA LTDA ,72.593.791/0001-11,A. G. KIENEN E CIA LTDA,82.225.947/0001-65,FUNDO MUNICIPAL DE SAUDE DE CRUZEIRO DO OESTE,08.888.967/0001-63,CRUZEIRO DO OESTE,PR,"1500,0000","0,0800","2,1290",02/2022,"0,0884"
