  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,15/12/2021,Tomada de Preços,08/02/2022,A,MERCK S/A ,33.069.212/0001-84,ACACIA COMERCIO DE MEDICAMENTOS LTDA ,03.945.035/0001-91,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"3600,0000","0,0619","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750012,07/10/2021,Pregão,19/10/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE MARMELEIRO,76.205.665/0001-01,MARMELEIRO,PR,"300000,0000","0,0633","0,4060",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,10/11/2020,Pregão,19/10/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE CAMPO LARGO,76.105.618/0001-88,CAMPO LARGO,PR,"1200000,0000","0,0635","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,02/12/2020,Pregão,10/02/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI,03.269.695/0001-08,BLUMENAU,SC,"4125500,0000","0,0640","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,12/11/2021,Pregão,10/12/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MUNICIPIO DE PEDERNEIRAS,46.189.718/0001-79,PEDERNEIRAS,SP,"60000,0000","0,0650","0,1693",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750039,10/05/2021,Pregão,09/07/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI,03.269.695/0001-08,BLUMENAU,SC,"2464000,0000","0,0659","0,3347",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,28/06/2021,Pregão,12/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MUNICIPIO DE PARA DE MINAS,18.313.817/0001-85,PARA DE MINAS,MG,"646000,0000","0,0660","0,1693",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não,1008901930017,25/09/2020,Pregão,22/01/2021,A,MERCK S/A ,33.069.212/0001-84,SINERGIA FARMACEUTICA LTDA,35.186.943/0001-35,CONSORCIO PUBLICO DA REGIAO NOROESTE - CIM NOROESTE,02.236.721/0001-20,AGUIA BRANCA,ES,"2016000,0000","0,0660","0,6433",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,30/10/2020,Pregão,16/02/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI & CIA LTDA ",73.856.593/0010-57,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"8000,0000","0,0667","0,1693",02/2022,"0,0717"
BR0388796,"METFORMINA CLORIDRATO, CONCENTRAÇÃO:500 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA",COMPRIMIDO,Não,1008903400031,22/09/2021,Pregão,19/10/2021,A,MERCK S/A ,33.069.212/0001-84,SINERGIA FARMACEUTICA LTDA,35.186.943/0001-35,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"8213000,0000","0,0669","0,1887",02/2022,"0,1446"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,12/11/2021,Pregão,10/12/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MUNICIPIO DE PEDERNEIRAS,46.189.718/0001-79,PEDERNEIRAS,SP,"30000,0000","0,0670","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750039,10/02/2021,Pregão,11/03/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE OURINHOS,53.415.717/0001-60,OURINHOS,SP,"90000,0000","0,0680","0,3388",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,23/11/2020,Pregão,03/02/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"147000,0000","0,0680","0,3775",02/2022,"0,0717"
BR0465425,"METFORMINA CLORIDRATO, CONCENTRAÇÃO:850 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA",COMPRIMIDO,Não,1008903400236,30/09/2020,Pregão,05/10/2020,A,MERCK S/A ,33.069.212/0001-84,SINERGIA FARMACEUTICA LTDA,35.186.943/0001-35,FUNDO MUNICIPAL DE SAUDE DE SERRA,14.814.026/0001-88,SERRA,ES,"2200000,0000","0,0681","0,8067",02/2022,"0,0812"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750012,02/09/2021,Pregão,09/12/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE ITAPETININGA,46.634.291/0001-70,ITAPETININGA,SP,"2500000,0000","0,0689","0,4060",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,29/03/2021,Pregão,06/04/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,ACACIA COMERCIO DE MEDICAMENTOS LTDA ,03.945.035/0001-91,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"170000,0000","0,0690","0,1693",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,30/09/2020,Pregão,19/03/2021,A,MERCK S/A ,33.069.212/0001-84,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,MUNICIPIO DE SAO MANUEL,46.634.523/0001-90,SAO MANUEL,SP,"270000,0000","0,0690","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750012,18/05/2021,Pregão,20/08/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE GUARAREMA,46.523.262/0001-31,GUARAREMA,SP,"1100000,0000","0,0690","0,4060",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não, Não Informado,18/11/2020,Pregão,13/10/2021,A,MERCK SHARP & DOHME FARMACEUTICA LTDA ,45.987.013/0022-69,SUPERMEDICA DISTRIBUIDORA HOSPITALAR EIRELI - ME ,06.065.614/0001-38,FUNDO MUNICIPAL DE SAUDE DE CALDAZINHA,12.225.915/0001-84,CALDAZINHA,GO,"10000,0000","0,0690","0,0000",N/A,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,28/10/2021,Pregão,13/01/2022,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"123000,0000","0,0690","0,3775",02/2022,"0,0717"
BR0465425,"METFORMINA CLORIDRATO, CONCENTRAÇÃO:850 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA",COMPRIMIDO,Não,1008903400236,08/07/2021,Pregão,08/12/2021,A,MERCK S/A ,33.069.212/0001-84,ACACIA COMERCIO DE MEDICAMENTOS LTDA ,03.945.035/0001-91,MUNICIPIO DE UBERLANDIA,18.431.312/0013-59,UBERLANDIA,MG,"8000000,0000","0,0690","0,8167",02/2022,"0,0812"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750039,05/07/2021,Pregão,14/09/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"1144500,0000","0,0690","0,3388",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750020,02/09/2021,Pregão,09/12/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE ITAPETININGA,46.634.291/0001-70,ITAPETININGA,SP,"480000,0000","0,0690","0,3643",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO,Não, Não Informado,18/11/2020,Pregão,13/10/2021,A,MERCK SHARP & DOHME FARMACEUTICA LTDA ,45.987.013/0022-69,SUPERMEDICA DISTRIBUIDORA HOSPITALAR EIRELI - ME ,06.065.614/0001-38,FUNDO MUNICIPAL DE SAUDE DE CALDAZINHA,12.225.915/0001-84,CALDAZINHA,GO,"10000,0000","0,0690","0,0000",N/A,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não,1008901930017,30/09/2020,Pregão,05/10/2020,A,MERCK S/A ,33.069.212/0001-84,SINERGIA FARMACEUTICA LTDA,35.186.943/0001-35,FUNDO MUNICIPAL DE SAUDE DE SERRA,14.814.026/0001-88,SERRA,ES,"6000000,0000","0,0691","0,6433",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,03/05/2021,Pregão,26/07/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE BAURU,46.137.410/0001-80,BAURU,SP,"2280000,0000","0,0695","0,3775",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,08/04/2021,Pregão,20/07/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,FUNDO MUNICIPAL DE SAUDE DE GUAIRA,95.725.438/0001-43,GUAIRA,PR,"60000,0000","0,0699","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510043,20/10/2020,Pregão,27/05/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA,02.520.829/0001-40,FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA,06.016.618/0001-26,MIRANTE DA SERRA,RO,"6000,0000","0,0700","0,3767",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008903790034,04/12/2020,Pregão,04/02/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE PIEN,76.002.666/0001-40,PIEN,PR,"100000,0000","0,0700","0,0000",N/A,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750039,27/09/2021,Pregão,05/10/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE,08.597.121/0001-74,CURITIBA,PR,"220760,0000","0,0700","0,3388",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,19/07/2021,Pregão,16/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,PONTAMED FARMACEUTICA LTDA ,02.816.696/0001-54,FUNDO MUNICIPAL DE SAUDE,08.542.693/0001-56,LOBATO,PR,"3750,0000","0,0700","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750039,12/07/2021,Pregão,20/08/2021,A,MERCK S/A ,33.069.212/0001-84,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI ,27.600.270/0001-90,FUNDO MUNICIPAL DE SAUDE,11.266.975/0001-82,CAMPO DO BRITO,SE,"200000,0000","0,0700","0,3388",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008903790034,18/05/2021,Pregão,20/08/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE GUARAREMA,46.523.262/0001-31,GUARAREMA,SP,"40000,0000","0,0700","0,0000",N/A,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO,Não,1008901930025,12/05/2021,Pregão,05/01/2022,A,MERCK S/A ,33.069.212/0001-84,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI ,27.600.270/0001-90,FUNDO MUNICIPAL DE SAUDE DE ITABAIANA SERGIPE,12.219.015/0001-24,ITABAIANA,SE,"450000,0000","0,0700","0,5833",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,26/05/2021,Pregão,28/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MUNICIPIO DE JAGUARIUNA,46.410.866/0001-71,JAGUARIUNA,SP,"45000,0000","0,0700","0,1962",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510035,09/03/2021,Pregão,09/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI ,27.600.270/0001-90,FUNDO MUNICIPAL DE SAUDE DE ITAGUAI - FMSI,11.855.524/0001-80,ITAGUAI,RJ,"450000,0000","0,0700","0,2117",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1023506590083,26/03/2021,Pregão,22/11/2021,A,EMS S/A,57.507.378/0003-65,DISTRIBUIDORA DE MEDICAMENTOS PARANA LTDA,39.448.478/0001-14,FUNDACAO MUNICIPAL DE SAUDE DE BITURUNA,04.326.257/0001-99,BITURUNA,PR,"7500,0000","0,0700","0,3993",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,22/03/2021,Pregão,25/06/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA,10.540.697/0001-47,FORQUILHINHA,SC,"235000,0000","0,0700","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,11/01/2021,Pregão,13/05/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE FAZENDA RIO GRANDE,95.422.986/0001-02,FAZENDA RIO GRANDE,PR,"1200000,0000","0,0700","0,1693",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,31/03/2021,Pregão,18/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,GOIAS COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,10.495.738/0001-20,FUNDO MUNICIPAL DE SAUDE,11.664.446/0001-37,PACAJA,PA,"14000,0000","0,0700","0,1938",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750039,20/04/2021,Pregão,24/11/2021,A,MERCK S/A ,33.069.212/0001-84,DROGAFONTE LTDA,08.778.201/0001-26,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DOS RAMOS,11.227.813/0001-35,SAO JOSE DOS RAMOS,PB,"30000,0000","0,0700","0,3388",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510043,06/02/2021,Pregão,06/07/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,DROGAMIX DISTRIBUIDORA DE MEDICAMENTOS EIRELI,31.368.706/0001-34,FUNDO MUNICIPAL DE SAUDE,08.851.627/0001-68,BELEM DE MARIA,PE,"36400,0000","0,0700","0,3790",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,30/07/2021,Pregão,30/08/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE SAO MATEUS DO SUL,76.021.450/0001-22,SAO MATEUS DO SUL,PR,"210000,0000","0,0700","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,05/07/2021,Pregão,14/09/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"4896000,0000","0,0700","0,1693",02/2022,"0,0717"
