  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0433445,"ACESSÓRIO BOMBA INSULINA, TIPO ACESSÓRIO:RESERVATÓRIO, MATERIAL:POLIPROPILENO TRANSPARENTE, COMPONENTE:TIPO SERINGA CERCA 3 ML",UNIDADE,Não, Não Informado,06/07/2021,Pregão,27/09/2021,A,MEDIX BRASIL PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA ,10.268.780/0001-09,WANDERLEY & REGIS COMERCIO E PRODUTOS MEDICO-HOSPITALAR LTDA,13.120.044/0001-05,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ASTORGA,08.561.107/0001-10,ASTORGA,PR,"50000,0000","1,5850","0,0000",N/A,"1,3628"
BR0456471,"ACESSÓRIO BOMBA INSULINA, TIPO ACESSÓRIO:TRANSMISSOR, CARACTERÍSTICA ADICIONAL:MONITORIZAÇÃO CONTÍNUA DE GLICOSE",UNIDADE,Não, Não Informado,31/08/2020,Pregão,31/08/2020,A,ROCHE DIABETES CARE BRASIL LTDA ,23.552.212/0001-87,HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA. ,12.499.494/0002-60,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"30000,0000","1,8000","0,0000",N/A,"1,9005"
BR0433699,"ACESSÓRIO BOMBA INSULINA, TIPO ACESSÓRIO:CONJUNTO DE INFUSÃO, MATERIAL:POLÍMERO, COMPONENTE:CATÉTER CERCA 110 CM C/ CONECTOR LUER LOCK, COMPONENTE I:C/ CÂNULA INFUSÃO CERCA 6 MM, COMPONENTE II:SUPORTE, TAMPA E ADESIVO PROTETOR, CARACTERÍSTICA ADICION",UNIDADE,Não, Não Informado,26/10/2021,Dispensa de Licitação,16/12/2021,J,ULTRA INDUSTRIA DE PRODUTOS PARA SAUDE EIRELI ,05.724.077/0001-28,PRODUTOS FARMACEUTICOS VIEIRA LTDA,04.959.327/0001-46,MUNICIPIO DE ELDORADO DO SUL,92.324.706/0001-27,ELDORADO DO SUL,RS,"120,0000","2,9000","0,0000",N/A,"20,4625"
BR0399010,"INSULINA, TIPO:GLARGINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não, Não Informado,17/08/2021,Pregão,13/10/2021,A,SANOFI-AVENTIS FARMACEUTICA LTDA,02.685.377/0008-23,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE BROTAS,46.362.927/0001-72,BROTAS,SP,"300,0000","5,1410","0,0000",N/A,"23,3634"
BR0271157,"INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","TUBETE 3,00 ML",Não,1176600040102,14/09/2021,Pregão,24/09/2021,A,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,82.277.955/0001-55,REPRESS DISTRIBUIDORA LTDA,03.948.933/0001-01,MUNICIPIO DE COTIA,46.523.049/0001-20,COTIA,SP,"1000,0000","13,9600","20,0880",02/2022,"14,8000"
BR0271157,"INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1176600040021,07/10/2020,Pregão,24/11/2020,A,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,82.277.955/0001-55,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"1150,0000","15,6000","50,2100",02/2022,"19,7583"
BR0273836,"INSULINA, ORIGEM:GLARGINA, DOSAGEM:100UI/ML, APLICAÇÃO:INJETÁVEL","TUBETE 3,00 ML",Não,1832603480017,29/05/2021,Pregão,03/08/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,DANIELA CRISTINA SOUZA SANTOS - ME,15.329.061/0001-74,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"639943,0000","15,6900","56,7600",02/2022,"27,4445"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1126000570031,05/12/2020,Pregão,03/08/2021,A,ELI LILLY DO BRASIL LTDA ,43.940.618/0001-44,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"189790,0000","15,7000","50,5900",02/2022,"16,7305"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1126001810011,04/12/2020,Pregão,03/08/2021,A,ELI LILLY DO BRASIL LTDA ,43.940.618/0001-44,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI ,28.123.417/0001-60,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"91290,0000","15,7000","50,5900",02/2022,"16,7305"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","TUBETE 3,00 ML",Não,1176600030123,14/09/2021,Pregão,24/09/2021,A,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,82.277.955/0001-55,REPRESS DISTRIBUIDORA LTDA,03.948.933/0001-01,MUNICIPIO DE COTIA,46.523.049/0001-20,COTIA,SP,"300,0000","15,8600","20,0880",02/2022,"15,8600"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1176600030016,07/10/2020,Pregão,24/11/2020,A,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,82.277.955/0001-55,ILG COMERCIAL LTDA - ME ,20.657.155/0001-02,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"350,0000","15,9000","50,2100",02/2022,"16,7305"
BR0271157,"INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1667400010032,26/01/2021,Pregão,02/02/2021,A,"GERAIS, COMERCIO E IMPORTACAO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA ",04.491.780/0001-70,VIVA COMERCIO ATACADISTA DE MEDICAMENTOS EIRELI,10.447.355/0001-87,FUNDACAO ESTATAL DE ATENCAO ESPECIALIZADA EM SAUDE DE CURITIBA (FEAES - CURITIBA),14.814.139/0001-83,CURITIBA,PR,"1500,0000","16,4500","30,2100",02/2022,"19,7583"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não, Não Informado,19/11/2020,Pregão,14/01/2021,A,BIOMM SA,04.752.991/0001-10,HOSPFAR IND. E COM. DE PRODUTOS HOSPITALARES LTDA,26.921.908/0002-02,MUNICIPIO DE UBATUBA,46.482.857/0001-96,UBATUBA,SP,"4000,0000","16,5000","0,0000",N/A,"16,7305"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1667400020038,19/01/2021,Pregão,19/07/2021,A,"GERAIS, COMERCIO E IMPORTACAO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA ",04.491.780/0001-70,"LUCIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MÉDICOS E HOSPITALARES LTDA",04.071.245/0001-60,CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL,07.926.117/0001-40,CAMAQUA,RS,"17300,0000","16,5000","32,1800",02/2022,"16,7305"
BR0271157,"INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não, Não Informado,19/11/2020,Pregão,14/01/2021,A,BIOMM SA,04.752.991/0001-10,HOSPFAR IND. E COM. DE PRODUTOS HOSPITALARES LTDA,26.921.908/0002-02,MUNICIPIO DE UBATUBA,46.482.857/0001-96,UBATUBA,SP,"12000,0000","16,5000","0,0000",N/A,"19,7583"
BR0271157,"INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1667400010032,19/01/2021,Pregão,19/07/2021,A,"GERAIS, COMERCIO E IMPORTACAO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA ",04.491.780/0001-70,"LUCIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MÉDICOS E HOSPITALARES LTDA",04.071.245/0001-60,CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL,07.926.117/0001-40,CAMAQUA,RS,"24800,0000","16,5700","30,2100",02/2022,"19,7583"
BR0380017,"INSULINA, ORIGEM:GLULISINA, TIPO:AÇÃO RÁPIDA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não,1130009690070,03/02/2021,Pregão,09/08/2021,J,SANOFI-AVENTIS FARMACEUTICA LTDA ,02.685.377/0001-57,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE PIUMHI,16.781.346/0001-04,PIUMHI,MG,"120,0000","16,8600","21,9600",02/2022,"17,1945"
BR0403358,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",Não,1130009690011,05/05/2021,Pregão,07/09/2021,J,SANOFI-AVENTIS FARMACEUTICA LTDA ,02.685.377/0001-57,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE DIVINOLANDIA,46.435.921/0001-88,DIVINOLANDIA,SP,"500,0000","16,8600","73,2000",02/2022,"69,2320"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não, Não Informado,15/04/2021,Pregão,18/08/2021,J,SANOFI-AVENTIS FARMACEUTICA LTDA,02.685.377/0008-23,HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA. ,12.499.494/0002-60,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"300,0000","16,8600","0,0000",N/A,"17,1252"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não,1130009690038,03/05/2021,Pregão,20/10/2021,J,SANOFI-AVENTIS FARMACEUTICA LTDA ,02.685.377/0001-57,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE SANTA CRUZ DO RIO PARDO,46.231.890/0001-43,SANTA CRUZ DO RIO PARDO,SP,"14,0000","16,8600","21,9600",02/2022,"17,1252"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não,1832603430052,03/02/2021,Pregão,09/08/2021,J,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE PIUMHI,16.781.346/0001-04,PIUMHI,MG,"70,0000","16,8600","18,0100",02/2022,"17,1252"
BR0380017,"INSULINA, ORIGEM:GLULISINA, TIPO:AÇÃO RÁPIDA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não, Não Informado,03/03/2021,Pregão,21/06/2021,A,SANOFI-AVENTIS FARMACEUTICA LTDA,02.685.377/0008-23,PORTAL LTDA ,05.005.873/0001-00,MUNICIPIO DE PORTO FERREIRA,45.339.363/0001-94,PORTO FERREIRA,SP,"1000,0000","16,8600","0,0000",N/A,"17,4596"
BR0380017,"INSULINA, ORIGEM:GLULISINA, TIPO:AÇÃO RÁPIDA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não,1130009690070,22/03/2021,Pregão,06/08/2021,J,SANOFI-AVENTIS FARMACEUTICA LTDA ,02.685.377/0001-57,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE LINS,44.531.788/0001-38,LINS,SP,"48,0000","16,8600","21,9600",02/2022,"17,1945"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1376401140010,14/09/2020,Pregão,16/02/2021,A,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,02.433.631/0001-20,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE JAGUARIUNA,46.410.866/0001-71,JAGUARIUNA,SP,"3000,0000","16,8900","45,4000",02/2022,"16,7305"
BR0271157,"INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1376401150016,14/09/2020,Pregão,16/02/2021,A,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,02.433.631/0001-20,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE JAGUARIUNA,46.410.866/0001-71,JAGUARIUNA,SP,"5000,0000","16,8900","45,4000",02/2022,"19,7583"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1667400020038,11/01/2021,Pregão,13/05/2021,A,"GERAIS, COMERCIO E IMPORTACAO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA ",04.491.780/0001-70,"LUCIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MÉDICOS E HOSPITALARES LTDA",04.071.245/0001-60,MUNICIPIO DE FAZENDA RIO GRANDE,95.422.986/0001-02,FAZENDA RIO GRANDE,PR,"1110,0000","17,0000","32,1800",02/2022,"16,7305"
BR0271154,"INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",Não,1667400020038,20/10/2020,Pregão,03/11/2020,A,"GERAIS, COMERCIO E IMPORTACAO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA ",04.491.780/0001-70,VIVA COMERCIO ATACADISTA DE MEDICAMENTOS EIRELI,10.447.355/0001-87,FUNDACAO ESTATAL DE ATENCAO ESPECIALIZADA EM SAUDE DE CURITIBA (FEAES - CURITIBA),14.814.139/0001-83,CURITIBA,PR,"2000,0000","17,1500","32,1800",02/2022,"16,7305"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não,1832603430052,15/09/2020,Pregão,30/03/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,CM HOSPITALAR LTDA ,12.420.164/0003-19,MUNICIPIO DE ATIBAIA,45.279.635/0001-08,ATIBAIA,SP,"675,0000","17,1700","18,0100",02/2022,"17,1720"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não,1832603430052,09/10/2020,Pregão,29/10/2020,J,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,CM HOSPITALAR LTDA ,12.420.164/0003-19,MUNICIPIO DE BAURU,46.137.410/0001-80,BAURU,SP,"198,0000","17,1700","18,0100",02/2022,"17,1252"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não,1832603430036,21/01/2021,Pregão,03/08/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"41079,0000","17,1700","18,0100",02/2022,"17,1720"
BR0403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",Não, Não Informado,18/09/2020,Pregão,30/10/2020,J,SANOFI SYNTHELABO LTDA,61.099.966/0001-12,CM HOSPITALAR LTDA ,12.420.164/0003-19,MUNICIPIO DE ARAMINA,45.323.474/0001-02,ARAMINA,SP,"100,0000","17,1700","0,0000",N/A,"17,1252"
BR0380017,"INSULINA, ORIGEM:GLULISINA, TIPO:AÇÃO RÁPIDA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não, Não Informado,16/09/2020,Pregão,04/05/2021,J,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,CM HOSPITALAR LTDA ,12.420.164/0003-19,MUNICIPIO DE AMERICO BRASILIENSE,43.976.166/0001-50,AMERICO BRASILIENSE,SP,"60,0000","17,1700","0,0000",N/A,"17,1945"
BR0380017,"INSULINA, ORIGEM:GLULISINA, TIPO:AÇÃO RÁPIDA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não, Não Informado,01/09/2020,Pregão,02/08/2021,J,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0003-63,CM HOSPITALAR LTDA ,12.420.164/0003-19,SERVICO AUTONOMO MUNICIPAL DE SAUDE-SAMS,57.712.473/0001-39,IBITINGA,SP,"60,0000","17,1700","0,0000",N/A,"17,1945"
BR0380017,"INSULINA, ORIGEM:GLULISINA, TIPO:AÇÃO RÁPIDA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR","TUBETE 3,00 ML",Não, Não Informado,05/10/2020,Pregão,22/02/2021,A,SANOFI-AVENTIS FARMACEUTICA LTDA,02.685.377/0008-23,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE IPATINGA,19.876.424/0001-42,IPATINGA,MG,"1000,0000","17,1700","0,0000",N/A,"17,4596"
