  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1008902020618,09/11/2020,Pregão,01/02/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"21000,0000","0,0390","0,3646",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1832603530014,29/10/2020,Pregão,01/12/2020,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,CM HOSPITALAR LTDA ,12.420.164/0003-19,CONSORCIO INTERGESTORES PARANA SAUDE,03.273.207/0001-28,CURITIBA,PR,"35000000,0000","0,0400","0,2903",02/2022,"0,0638"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1832603530022,15/12/2021,Tomada de Preços,23/02/2022,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"3000,0000","0,0425","0,3210",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1832603530022,14/04/2021,Pregão,07/06/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"1200,0000","0,0425","0,3210",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1832603530022,16/02/2021,Pregão,30/03/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"3000,0000","0,0425","0,3210",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,08/02/2021,Pregão,01/03/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"60000,0000","0,0425","0,4176",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,12/04/2021,Pregão,22/07/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"12000,0000","0,0425","0,4176",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1832603530022,19/11/2020,Pregão,21/01/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"1800,0000","0,0425","0,3210",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,09/11/2020,Pregão,01/02/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"21000,0000","0,0425","0,4176",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,08/10/2021,Pregão,14/12/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"45000,0000","0,0425","0,4176",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,12/07/2021,Pregão,06/08/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"42000,0000","0,0425","0,4176",02/2022,"0,0749"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,08/02/2021,Pregão,01/03/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"21000,0000","0,0440","0,4768",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,12/04/2021,Pregão,22/07/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"9000,0000","0,0440","0,4768",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,09/11/2020,Pregão,01/02/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"9000,0000","0,0440","0,4768",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,08/10/2021,Pregão,14/12/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"12000,0000","0,0440","0,4768",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,12/07/2021,Pregão,06/08/2021,A,MERCK S/A ,33.069.212/0001-84,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"21000,0000","0,0440","0,4768",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1832603530049,16/02/2021,Pregão,30/03/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,ELFA MEDICAMENTOS LTDA,09.053.134/0001-45,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"1500,0000","0,0440","0,2737",02/2022,"0,0742"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não, Não Informado,01/09/2020,Pregão,01/09/2020,A,SANOFI-AVENTIS FARMACEUTICA LTDA,02.685.377/0008-23,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"5080800,0000","0,0495","0,0000",N/A,"0,0638"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1832603530049,15/12/2021,Tomada de Preços,23/02/2022,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"990,0000","0,0500","0,2737",02/2022,"0,0742"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1832603530022,17/05/2021,Pregão,24/05/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,MERCO SOLUCOES EM SAUDE LTDA ,05.912.018/0001-83,CONSORCIO INTERGESTORES PARANA SAUDE,03.273.207/0001-28,CURITIBA,PR,"35000000,0000","0,0540","0,3210",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020634,18/02/2021,Inexigibilidade de Licitação,06/12/2021,A,MERCK S/A ,33.069.212/0001-84,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,FUNDO MUNICIPAL DE SAUDE DE COLATINA,14.578.805/0001-21,COLATINA,ES,"70000,0000","0,0541","0,3137",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020634,16/07/2021,Inexigibilidade de Licitação,08/12/2021,A,MERCK S/A ,33.069.212/0001-84,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,FUNDO MUNICIPAL DE SAUDE DE COLATINA,14.578.805/0001-21,COLATINA,ES,"180000,0000","0,0541","0,3137",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1130010230029,01/09/2020,Pregão,01/09/2020,A,SANOFI-AVENTIS FARMACEUTICA LTDA ,02.685.377/0001-57,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"6307500,0000","0,0541","0,3210",02/2022,"0,0749"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1832603530049,22/12/2020,Pregão,08/01/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,MERCO SOLUCOES EM SAUDE LTDA ,05.912.018/0001-83,CONSORCIO INTERGESTORES PARANA SAUDE,03.273.207/0001-28,CURITIBA,PR,"18000000,0000","0,0556","0,2737",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não, Não Informado,01/09/2020,Pregão,01/09/2020,A,SANOFI SYNTHELABO LTDA,61.099.966/0001-12,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"2769800,0000","0,0562","0,0000",N/A,"0,0742"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não, Não Informado,22/10/2020,Pregão,17/11/2020,A,ABBOTT LABORATORIOS DO BRASIL LTDA ,56.998.701/0032-12,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,MUNICIPIO DE CORNELIO PROCOPIO,76.331.941/0001-70,CORNELIO PROCOPIO,PR,"250000,0000","0,0580","0,0000",N/A,"0,0638"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,02/09/2020,Pregão,29/01/2021,A,MERCK S/A ,33.069.212/0001-84,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"14970,0000","0,0600","0,4768",02/2022,"0,0742"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO - GENÉRICO,Sim,1008903920019,06/04/2021,Pregão,20/07/2021,A,MERCK S/A ,33.069.212/0001-84,ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,09.192.829/0001-08,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"828334,0000","0,0600","0,1883",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO - GENÉRICO,Sim,1008903920019,06/04/2021,Pregão,20/07/2021,A,MERCK S/A ,33.069.212/0001-84,BAYER S.A.,18.459.628/0097-67,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"828334,0000","0,0600","0,1883",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1008902020601,09/04/2021,Pregão,23/06/2021,A,MERCK S/A ,33.069.212/0001-84,PHOSPODONT LTDA ,04.451.626/0001-75,FUNDO MUNICIPAL DE SAUDE,11.490.408/0001-05,ALHANDRA,PB,"5000,0000","0,0600","0,2767",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1130010230010,25/02/2021,Pregão,03/08/2021,A,SANOFI-AVENTIS FARMACEUTICA LTDA ,02.685.377/0001-57,CM HOSPITALAR S.A. ,12.420.164/0009-04,MUNICIPIO DE JAGUARIUNA,46.410.866/0001-71,JAGUARIUNA,SP,"648000,0000","0,0600","0,2903",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1832603530014,10/11/2021,Pregão,04/02/2022,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,CM HOSPITALAR S.A. ,12.420.164/0009-04,CONSORCIO INTERGESTORES PARANA SAUDE,03.273.207/0001-28,CURITIBA,PR,"33000000,0000","0,0600","0,2903",02/2022,"0,0638"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,02/09/2020,Pregão,29/01/2021,A,MERCK S/A ,33.069.212/0001-84,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA ",04.027.894/0001-64,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"21000,0000","0,0630","0,4176",02/2022,"0,0749"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO - GENÉRICO,Sim,1008903920108,07/11/2020,Pregão,30/06/2021,A,MERCK S/A ,33.069.212/0001-84,NOVARTIS BIOCIENCIAS SA ,56.994.502/0027-79,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"2810290,0000","0,0640","0,1777",02/2022,"0,0742"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020634,03/09/2021,Pregão,01/10/2021,A,MERCK S/A ,33.069.212/0001-84,MERCK S/A ,33.069.212/0001-84,MUNICIPIO DE ESTEIO,88.150.495/0001-86,ESTEIO,RS,"40000,0000","0,0650","0,3137",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1057303660677,09/10/2020,Pregão,18/03/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,00.088.317/0001-21,MUNICIPIO DE ESTEIO,88.150.495/0001-86,ESTEIO,RS,"153000,0000","0,0650","0,3220",02/2022,"0,0749"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1832603530014,10/09/2020,Pregão,30/06/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI ,28.123.417/0001-60,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"711250,0000","0,0653","0,2903",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1008902020618,02/09/2020,Pregão,29/01/2021,A,MERCK S/A ,33.069.212/0001-84,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA ",04.027.894/0001-64,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"3000,0000","0,0660","0,3646",02/2022,"0,0638"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1008902020601,07/10/2021,Pregão,19/10/2021,A,MERCK S/A ,33.069.212/0001-84,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE MARMELEIRO,76.205.665/0001-01,MARMELEIRO,PR,"95000,0000","0,0667","0,2767",02/2022,"0,0638"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020634,25/11/2020,Pregão,04/03/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE PINHAIS,95.423.000/0001-00,PINHAIS,PR,"450000,0000","0,0670","0,3137",02/2022,"0,0749"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1057303660707,08/09/2020,Pregão,17/12/2020,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,GENESIO A MENDES E CIA LTDA,82.873.068/0001-40,FUNDO MUNICIPAL DE SAUDE,10.552.903/0001-39,DESCANSO,SC,"20000,0000","0,0670","0,2740",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO - GENÉRICO,Sim,1008903920108,25/11/2020,Pregão,04/03/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE PINHAIS,95.423.000/0001-00,PINHAIS,PR,"220000,0000","0,0680","0,1777",02/2022,"0,0742"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1057303660091,02/12/2020,Pregão,10/02/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA. - EPP ,09.944.371/0001-04,CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI,03.269.695/0001-08,BLUMENAU,SC,"1818455,0000","0,0680","0,4410",02/2022,"0,0749"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1057303660278,09/10/2020,Pregão,18/03/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,00.088.317/0001-21,MUNICIPIO DE ESTEIO,88.150.495/0001-86,ESTEIO,RS,"85000,0000","0,0690","0,4747",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1008902020707,03/09/2021,Pregão,01/10/2021,A,MERCK S/A ,33.069.212/0001-84,MERCK S/A ,33.069.212/0001-84,MUNICIPIO DE ESTEIO,88.150.495/0001-86,ESTEIO,RS,"15000,0000","0,0690","0,4768",02/2022,"0,0742"
BR0268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,Não,1057303660278,02/12/2020,Pregão,25/06/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA. - EPP ,09.944.371/0001-04,FUNDO MUNICIPAL DE SAUDE DE JARAGUA DO SUL,14.007.211/0001-60,JARAGUA DO SUL,SC,"350000,0000","0,0690","0,4747",02/2022,"0,0742"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1057303660091,20/10/2020,Pregão,22/10/2020,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,10.586.940/0001-68,FUNDO MUNICIPAL DE SAUDE DE SERRA,14.814.026/0001-88,SERRA,ES,"1500000,0000","0,0691","0,4410",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1057303660091,09/06/2021,Pregão,13/07/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA. - EPP ,09.944.371/0001-04,CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI,03.269.695/0001-08,BLUMENAU,SC,"2216000,0000","0,0692","0,4410",02/2022,"0,0749"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020634,18/05/2021,Pregão,20/08/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE GUARAREMA,46.523.262/0001-31,GUARAREMA,SP,"150000,0000","0,0693","0,3137",02/2022,"0,0749"
BR0268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",COMPRIMIDO,Não,1008902020618,19/01/2021,Pregão,19/07/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL,07.926.117/0001-40,CAMAQUA,RS,"600000,0000","0,0699","0,3646",02/2022,"0,0638"
BR0268123,"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG",COMPRIMIDO,Não,1008902020642,19/01/2021,Pregão,19/07/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL,07.926.117/0001-40,CAMAQUA,RS,"518000,0000","0,0699","0,4176",02/2022,"0,0749"
