  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,26/01/2022,Pregão,14/02/2022,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,NOVA MEDICAMENTOS LTDA,41.365.113/0001-78,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GOIOERE,09.298.629/0001-34,GOIOERE,PR,"8000,0000","0,2090","0,7727",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não, Não Informado,10/11/2021,Pregão,02/02/2022,A,MULTILAB LABORATORIO DE ANALISES CLINICAS LTDA ,00.860.254/0001-80,J DE BRITO - DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS,32.282.308/0001-63,MUNICIPIO DE NOSSA SENHORA DAS GRACAS,76.970.300/0001-65,NOSSA SENHORA DAS GRACAS,PR,"5000,0000","0,2100","0,0000",N/A,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,25/08/2020,Dispensa de Licitação,02/02/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,00.088.317/0001-21,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"4500,0000","0,2100","0,7727",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,05/07/2021,Pregão,14/09/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,PHARMA LOG PRODUTOS FARMACEUTICOS LTDA ,13.485.130/0001-03,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"708000,0000","0,2100","0,7727",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,22/10/2021,Pregão,06/01/2022,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,28.093.678/0001-85,MUNICIPIO DE PALOTINA,76.208.487/0001-64,PALOTINA,PR,"10000,0000","0,2160","0,7727",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1256803120234,03/02/2021,Pregão,09/08/2021,J,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,ONICIO EUSTAQUIO DE MELO LTDA,08.049.349/0001-20,MUNICIPIO DE PIUMHI,16.781.346/0001-04,PIUMHI,MG,"990,0000","0,2200","0,5783",02/2022,"0,6262"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não, Não Informado,05/10/2020,Pregão,18/03/2021,A,HYPERMARCAS S/A ,02.932.074/0032-98,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE TUPASSI,77.877.116/0001-38,TUPASSI,PR,"20000,0000","0,2205","0,0000",N/A,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não, Não Informado,28/04/2021,Pregão,09/05/2021,A,BIOSINTÉTICA FARMACEUTICA LTDA,53.162.095/0001-06,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,28.093.678/0001-85,MUNICIPIO DE CORNELIO PROCOPIO,76.331.941/0001-70,CORNELIO PROCOPIO,PR,"50000,0000","0,2250","0,0000",N/A,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1161800770068,30/09/2020,Pregão,29/01/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"300,0000","0,2265","0,7950",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não,1161800710065,05/04/2021,Pregão,07/06/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,28.093.678/0001-85,FUNDO MUNICIPAL DE SAUDE - MAUA DA SERRA,09.280.202/0001-09,MAUA DA SERRA,PR,"1000,0000","0,2300","1,1570",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não,1181900790014,01/12/2020,Pregão,27/08/2021,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,A. G. KIENEN E CIA LTDA,82.225.947/0001-65,MUNICIPIO DE RIBEIRAO CLARO,75.449.579/0001-73,RIBEIRAO CLARO,PR,"5000,0000","0,2400","0,7173",02/2022,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,07/05/2021,Pregão,19/08/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"1473915,0000","0,2400","0,5100",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não, Não Informado,30/07/2021,Pregão,03/08/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA ,60.659.463/0001-91,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,28.093.678/0001-85,FUNDO MUNICIPAL DE SAUDE DE DOIS VIZINHOS,08.889.455/0001-11,DOIS VIZINHOS,PR,"1000,0000","0,2400","0,0000",N/A,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1161800770068,26/08/2020,Pregão,05/03/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,MUNICIPIO DE BAURU,46.137.410/0001-80,BAURU,SP,"750000,0000","0,2400","0,7950",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,30/09/2021,Pregão,06/12/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,MED CENTER COMERCIAL LTDA ,00.874.929/0001-40,MUNICIPIO DE UBERLANDIA,18.431.312/0013-59,UBERLANDIA,MG,"600000,0000","0,2407","0,5163",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,31/08/2021,Pregão,19/10/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,GRAMS & GRAMS LTDA. - ME ,10.448.145/0001-03,MUNICIPIO DE CAMAQUA,88.696.810/0001-75,CAMAQUA,RS,"51000,0000","0,2499","0,7727",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não,1181900790057,20/09/2021,Pregão,08/12/2021,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,04.372.020/0001-44,MUNICIPIO DE FERNANDOPOLIS,47.842.836/0001-05,FERNANDOPOLIS,SP,"50000,0000","0,2500","0,7173",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não, Não Informado,11/06/2021,Pregão,14/06/2021,A,BIOSINTÉTICA FARMACEUTICA LTDA,53.162.095/0001-06,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME ,28.093.678/0001-85,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GOIOERE,09.298.629/0001-34,GOIOERE,PR,"8000,0000","0,2500","0,0000",N/A,"0,2956"
BR0267689,"METILDOPA, DOSAGEM:250 MG",COMPRIMIDO,Não,1018103770044,12/04/2021,Pregão,28/10/2021,A,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0007-97,DISTRIMED COMERCIO DE MEDICAMENTOS E MATERIAL HOSPITALAR EIRELI,21.830.581/0001-69,MUNICIPIO DE CHAVAL,07.146.301/0001-77,CHAVAL,CE,"2000,0000","0,2500","0,0000",N/A,"0,3841"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1161800770068,01/12/2020,Pregão,23/08/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA,04.355.394/0001-51,MUNICIPIO DE RIBEIRAO CLARO,75.449.579/0001-73,RIBEIRAO CLARO,PR,"5000,0000","0,2500","0,7950",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,08/06/2021,Pregão,19/07/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE PATO BRAGADO,95.719.472/0001-05,PATO BRAGADO,PR,"20000,0000","0,2550","0,5163",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não,1181900790057,08/09/2020,Pregão,23/10/2020,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,04.372.020/0001-44,FUNDO MUNICIPAL DE SAUDE DE SAO JOAO DO TRIUNFO,09.285.785/0001-60,SAO JOAO DO TRIUNFO,PR,"10000,0000","0,2600","0,7173",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,17/05/2021,Pregão,24/05/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,PHARMA LOG PRODUTOS FARMACEUTICOS LTDA ,13.485.130/0001-03,CONSORCIO INTERGESTORES PARANA SAUDE,03.273.207/0001-28,CURITIBA,PR,"600000,0000","0,2600","0,7727",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1181901670012,12/02/2021,Pregão,22/10/2021,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA - EPP ,76.386.283/0001-13,FUNDO MUNICIPAL DE SAUDE,11.508.022/0001-83,BORBOREMA,SP,"10000,0000","0,2600","0,7173",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,08/03/2021,Pregão,26/04/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,KFMED DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP ,15.068.089/0001-03,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"1500,0000","0,2640","0,7727",02/2022,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1161800770068,19/10/2020,Pregão,16/09/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,MUNICIPIO DE ATIBAIA,45.279.635/0001-08,ATIBAIA,SP,"300000,0000","0,2670","0,7950",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1161800770068,23/12/2020,Pregão,18/05/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,00.088.317/0001-21,MUNICIPIO DE IMBE,90.256.652/0001-84,IMBE,RS,"70000,0000","0,2670","0,7950",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1161800770068,13/10/2020,Pregão,28/01/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP ,18.269.125/0001-87,MUNICIPIO DE JABOTICABAL,50.387.844/0001-05,JABOTICABAL,SP,"75000,0000","0,2680","0,7950",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Não,1553700420035,14/09/2021,Pregão,19/10/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,COSTA CARMAGO COM. DE PRODUTOS HOSPITALARES LTDA,36.325.157/0001-34,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"3588500,0000","0,2690","0,7165",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1181901670012,18/09/2020,Pregão,29/09/2020,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,W NANDI E CIA LTDA,01.130.257/0001-20,MUNICIPIO DE PALOTINA,76.208.487/0001-64,PALOTINA,PR,"10000,0000","0,2700","0,7173",02/2022,"0,2956"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1057306390018,09/10/2020,Pregão,18/03/2021,A,ACHE LABORATORIOS FARMACEUTICOS SA,60.659.463/0029-92,VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,00.088.317/0001-21,MUNICIPIO DE ESTEIO,88.150.495/0001-86,ESTEIO,RS,"270000,0000","0,2700","0,7727",02/2022,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,03/12/2021,Pregão,16/12/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,MUNICIPIO DE BAURU,46.137.410/0001-80,BAURU,SP,"792000,0000","0,2700","0,5163",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1161802490054,04/03/2021,Pregão,06/05/2021,A,ASTRAZENECA DO BRASIL LTDA.,60.318.797/0001-00,VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,00.088.317/0001-21,FUNDO MUNICIPAL SAUDE,11.265.919/0001-23,DIONISIO CERQUEIRA,SC,"30000,0000","0,2700","0,5103",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO,Não,1006800660018,02/09/2021,Pregão,30/09/2021,A,NOVARTIS BIOCIENCIAS SA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS SA,56.994.502/0001-30,MUNICIPIO DE ESTEIO,88.150.495/0001-86,ESTEIO,RS,"50000,0000","0,2749","1,1810",02/2022,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,05/07/2021,Pregão,14/09/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,CENTERMEDI - COMERCIO DE PRODUTOS HOSPITARES LTDA. ,03.652.030/0001-70,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"707000,0000","0,2750","0,5163",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1181901670012,26/05/2021,Pregão,06/10/2021,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA - EPP ,76.386.283/0001-13,MUNICIPIO DE NOVA HARTZ,91.995.365/0001-59,NOVA HARTZ,RS,"60000,0000","0,2750","0,7173",02/2022,"0,2956"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,07/06/2021,Pregão,20/09/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,CENTERMEDI - COMERCIO DE PRODUTOS HOSPITARES LTDA. ,03.652.030/0001-70,FUNDO MUNICIPAL DE SAUDE DE PIMENTA BUENO,08.968.508/0001-90,PIMENTA BUENO,RO,"10000,0000","0,2800","0,5130",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,13/07/2021,Pregão,22/12/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,CENTERMEDI - COMERCIO DE PRODUTOS HOSPITARES LTDA. ,03.652.030/0001-70,MUNICIPIO DE PORTO FERREIRA,45.339.363/0001-94,PORTO FERREIRA,SP,"20000,0000","0,2800","0,5163",02/2022,"0,3030"
BR0276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO - GENÉRICO,Sim,1553700400042,13/01/2021,Pregão,27/07/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,CENTERMEDI - COMERCIO DE PRODUTOS HOSPITARES LTDA. ,03.652.030/0001-70,MUNICIPIO DE REGISTRO,45.685.872/0001-79,REGISTRO,SP,"152000,0000","0,2800","0,5163",02/2022,"0,3030"
BR0394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",COMPRIMIDO - GENÉRICO,Sim,1181901670012,08/06/2021,Pregão,20/01/2022,A,MULTILAB INDUSTRIAL E COMERCIO DE PRODUTOS FARMAC LTDA,92.265.552/0001-40,PHOSPODONT LTDA ,04.451.626/0001-75,FUNDO MUNICIPAL DE SAUDE,07.615.929/0001-74,ITABAIANA,PB,"1000,0000","0,2800","0,7173",02/2022,"0,2956"
