  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0270436,"METOTREXATO, DOSAGEM:2,5 MG",COMPRIMIDO,Não,1163700330062,15/06/2021,Pregão,17/11/2021,A,BLAUSIEGEL INDÚSTRIA E COMÉRCIO LTDA,58.430.828/0001-60,ANTUNES & BOEING LTDA,30.547.487/0001-98,MUNICIPIO DE NOVA AMERICA DA COLINA,75.827.204/0001-08,NOVA AMERICA DA COLINA,PR,"3600,0000","1,0100","0,6400",02/2022,"0,8842"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO,Não, Não Informado,27/05/2021,Pregão,13/07/2021,A,BLAU FARMACEUTICA S.A. ,58.430.828/0013-01,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA ,00.802.002/0001-02,MUNICIPIO DE PINHAIS,95.423.000/0001-00,PINHAIS,PR,"1080,0000","1,1300","0,0000",N/A,"0,6120"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO,Não, Não Informado,27/10/2020,Pregão,02/09/2021,A,BLAU FARMACEUTICA S.A. ,58.430.828/0013-01,R.A.P.-APARECIDA - COMERCIO DE MEDICAMENTOS LTDA ME   ,06.968.107/0001-04,MUNICIPIO DE MONTE ALTO,51.816.247/0001-11,MONTE ALTO,SP,"2500,0000","1,2000","0,0000",N/A,"0,6120"
BR0270436,"METOTREXATO, DOSAGEM:2,5 MG",COMPRIMIDO,Não,1221400180074,02/03/2021,Pregão,18/09/2021,A,ZODIAC-PRODUTOS FARMACEUTICOS S.A,55.980.684/0001-27,PLENA MEDICA HOSPITALAR - EIRELI,29.032.903/0001-36,FUNDO MUNICIPAL DE SAUDE,09.367.941/0001-32,PLANALTINA DO PARANA,PR,"600,0000","1,4200","0,8135",02/2022,"0,8842"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO,Não, Não Informado,08/12/2020,Pregão,18/02/2021,A,BLAU FARMACEUTICA S.A. ,58.430.828/0013-01,R.A.P.-APARECIDA - COMERCIO DE MEDICAMENTOS LTDA ME   ,06.968.107/0001-04,MUNICIPIO DE BROTAS,46.362.927/0001-72,BROTAS,SP,"360,0000","1,4200","0,0000",N/A,"0,6120"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO - GENÉRICO,Sim,1163701300035,25/10/2021,Pregão,29/11/2021,A,BLAUSIEGEL INDÚSTRIA E COMÉRCIO LTDA,58.430.828/0001-60,FORMULAS MAGISTRAIS FARMACIA DE MANIPULACAO LTDA EPP ,07.316.691/0001-86,INSTITUTO CURITIBA DE SAUDE,03.518.900/0001-13,CURITIBA,PR,"450,0000","1,5400","5,4040",02/2022,"0,6120"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1004706180036,15/12/2021,Pregão,15/02/2022,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE JAGUARIUNA,46.410.866/0001-71,JAGUARIUNA,SP,"10,0000","1,5460","5.909,3800",02/2022,"1.774,4587"
BR0272022,"TAMOXIFENO CITRATO, DOSAGEM:10 MG",COMPRIMIDO - GENÉRICO,Sim,1163701300027,15/02/2021,Pregão,11/08/2021,A,BLAUSIEGEL INDÚSTRIA E COMÉRCIO LTDA,58.430.828/0001-60,FARMACIA PEREIRA GARCIA LTDA ,05.740.310/0001-66,MUNICIPIO DE PIUMHI,16.781.346/0001-04,PIUMHI,MG,"1440,0000","1,8000","2,6367",02/2022,"1,8820"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO,Não, Não Informado,22/12/2020,Pregão,16/06/2021,A,BLAU FARMACEUTICA S.A.,58.430.828/0005-93,CIRURGICA PARANAVAI - EIRELI,30.766.874/0001-15,FUNDO MUNICIPAL DE SAUDE,10.411.736/0001-06,BRASILANDIA,MS,"400,0000","1,8600","0,0000",N/A,"0,6120"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO,Não, Não Informado,22/02/2021,Pregão,30/08/2021,A,BLAU FARMACEUTICA S.A. ,58.430.828/0013-01,EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP ,14.905.502/0001-76,FUNDO  MUNICIPAL  DE  SAUDE DE  MARABA,18.478.187/0001-07,MARABA,PA,"1200,0000","1,9900","0,0000",N/A,"0,6120"
BR0272022,"TAMOXIFENO CITRATO, DOSAGEM:10 MG",COMPRIMIDO - GENÉRICO,Sim,1004702800013,27/10/2020,Pregão,26/08/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,AVAREMED DISTRIBUIDORA DE MEDICAMENTOS EIRELI - EPP,11.195.057/0001-00,MUNICIPIO DE MONTE ALTO,51.816.247/0001-11,MONTE ALTO,SP,"1000,0000","2,0000","2,1233",02/2022,"1,8820"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO - GENÉRICO,Sim,1004702800031,14/04/2021,Pregão,22/06/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,ECO - FARMAS - COMERCIO DE MEDICAMENTOS LTDA - ME ,85.477.586/0001-32,FUNDO MUNICIPAL DE SAUDE,10.517.867/0001-72,RONCADOR,PR,"1000,0000","2,6700","4,0650",02/2022,"0,6120"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO - GENÉRICO,Sim,1004702800031,25/02/2021,Pregão,24/11/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,CELIA DA CUNHA FRANCA EIRELI,06.059.923/0001-03,MUNICIPIO DE CAMPINA GRANDE DO SUL,76.105.600/0001-86,CAMPINA GRANDE DO SUL,PR,"360,0000","3,4490","4,0650",02/2022,"0,6120"
BR0272023,"TAMOXIFENO CITRATO, DOSAGEM:20 MG",COMPRIMIDO,Não, Não Informado,13/10/2020,Pregão,15/02/2021,J,BLAU FARMACEUTICA S.A. ,58.430.828/0013-01,R.A.P.-APARECIDA - COMERCIO DE MEDICAMENTOS LTDA ME   ,06.968.107/0001-04,MUNICIPIO DE BROTAS,46.362.927/0001-72,BROTAS,SP,"720,0000","3,6000","0,0000",N/A,"1,1829"
BR0292249,"METOTREXATO, DOSAGEM:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 2,00 ML",Não,1553700100014,05/07/2021,Pregão,14/09/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,STOCK MED PRODUTOS MEDICO-HOSPITALARES LTDA.,06.106.005/0001-80,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT,07.242.772/0001-89,LAJEADO,RS,"250,0000","16,1960","16,9700",02/2022,"16,8539"
BR0292249,"METOTREXATO, DOSAGEM:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 2,00 ML",Não,1553700100014,27/09/2021,Pregão,11/02/2022,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,CIENTIFICA MEDICA HOSPITALAR LTDA ,07.847.837/0001-10,SECRETARIA DE ESTADO DA SAUDE,02.529.964/0001-57,GOIANIA,GO,"1416,0000","16,9700","16,9700",02/2022,"16,8539"
BR0270376,"VINCRISTINA, DOSAGEM:1 MG, APRESENTAÇÃO:INJETÁVEL","FRASCO 1,00 ML",Não, Não Informado,25/11/2020,Pregão,04/03/2021,A,BERNIERI & CIA LTDA,19.316.473/0001-20,"LUCIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MÉDICOS E HOSPITALARES LTDA",04.071.245/0001-60,MUNICIPIO DE PINHAIS,95.423.000/0001-00,PINHAIS,PR,"300,0000","22,6800","0,0000",N/A,"23,7680"
BR0270376,"VINCRISTINA, DOSAGEM:1 MG, APRESENTAÇÃO:INJETÁVEL","FRASCO 1,00 ML - GENÉRICO",Sim,1064602050032,18/03/2021,Pregão,11/04/2021,A,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA ,61.282.661/0001-41,"LUCIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MÉDICOS E HOSPITALARES LTDA",04.071.245/0001-60,MUNICIPIO DE CORNELIO PROCOPIO,76.331.941/0001-70,CORNELIO PROCOPIO,PR,"200,0000","25,4000","27,1325",02/2022,"23,7680"
BR0292249,"METOTREXATO, DOSAGEM:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 20,00 ML",Não,1163701370017,10/09/2020,Pregão,30/06/2021,A,BLAUSIEGEL INDÚSTRIA E COMÉRCIO LTDA,58.430.828/0001-60,PROVIP DISTRIBUIDORA HOSPITALAR LTDA - EPP ,20.202.872/0001-40,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"5220,0000","79,0000","166,5800",02/2022,"79,0000"
BR0394804,"PACLITAXEL, CONCENTRAÇÃO:6 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML - GENÉRICO",Sim,1553700040038,10/06/2021,Pregão,05/10/2021,A,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA,26.401.571/0001-21,UNIVERSIDADE FEDERAL DE UBERLANDIA,25.648.387/0001-18,UBERLANDIA,MG,"1330,0000","108,0000","6.292,2300",02/2022,"108,0000"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",Não,1004706180011,16/12/2021,Pregão,04/01/2022,J,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE,08.597.121/0001-74,CURITIBA,PR,"2895,0000","271,7800","1.183,6650",02/2022,"271,7800"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",Não,1004706180011,21/06/2021,Pregão,28/06/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,DROGAFONTE LTDA,08.778.201/0001-26,SECRETARIA DE SAUDE,10.572.048/0001-28,RECIFE,PE,"1134,0000","312,9900","1.508,4300",02/2022,"350,9324"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",Não,1921600030021,04/12/2020,Pregão,04/12/2020,A,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA,06.081.203/0001-36,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"350,0000","375,7000","618,3150",02/2022,"350,9324"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",Não,1004706180011,21/06/2021,Pregão,28/06/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,"ALCANCE NORDESTE COMERCIO DE MEDICAMENTOS, DISTRIBUICAO, REPRESENTACAO E ASSESSORIA EIRELI",13.630.407/0001-44,SECRETARIA DE SAUDE,10.572.048/0001-28,RECIFE,PE,"378,0000","441,8267","1.508,4300",02/2022,"350,9324"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1004706180036,16/12/2021,Pregão,04/01/2022,J,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE,08.597.121/0001-74,CURITIBA,PR,"2274,0000","1.035,8600","5.909,3800",02/2022,"2.260,8655"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",Não,1004706180011,14/04/2021,Pregão,07/06/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,MUNICIPIO DE ITAPOLIS,49.979.255/0001-37,ITAPOLIS,SP,"16,0000","1.433,0000","1.508,4300",02/2022,"350,9324"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1921600030011,17/12/2021,Pregão,31/12/2021,A,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA EPP ,08.958.628/0001-06,SECRETARIA DE SAUDE,10.572.048/0001-28,RECIFE,PE,"479,0000","1.449,0000","2.885,6700",02/2022,"1.774,4587"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1921600030011,07/05/2021,Pregão,19/08/2021,A,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,04.307.650/0025-02,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"51,0000","1.540,0000","2.885,6700",02/2022,"1.774,4587"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1921600030011,26/04/2021,Pregão,12/08/2021,A,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,04.307.650/0015-30,SECRETARIA DE ESTADO DA SAUDE,02.529.964/0001-57,GOIANIA,GO,"576,0000","2.000,0000","2.885,6700",02/2022,"1.774,4587"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1004706180036,17/12/2021,Pregão,31/12/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,"ALCANCE NORDESTE COMERCIO DE MEDICAMENTOS, DISTRIBUICAO, REPRESENTACAO E ASSESSORIA EIRELI",13.630.407/0001-44,SECRETARIA DE SAUDE,10.572.048/0001-28,RECIFE,PE,"159,0000","2.013,0767","5.909,3800",02/2022,"1.774,4587"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1921600030011,01/10/2020,Pregão,30/03/2021,J,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA. ,04.307.650/0012-98,MUNICIPIO DE ATIBAIA,45.279.635/0001-08,ATIBAIA,SP,"400,0000","2.140,0000","2.885,6700",02/2022,"2.260,8655"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1921600030011,25/04/2021,Dispensa de Licitação,27/08/2021,J,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,MUNICIPIO DE SANTA RITA DO PASSA QUATRO,45.749.819/0001-94,SANTA RITA DO PASSA QUATRO,SP,"4,0000","2.200,0000","2.885,6700",02/2022,"2.260,8655"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1004706180036,27/09/2021,Pregão,27/09/2021,J,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",04.027.894/0007-50,MUNICIPIO DE SANTOS,58.200.015/0001-83,SANTOS,SP,"12,0000","3.281,7800","5.909,3800",02/2022,"2.260,8655"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1211004780020,03/02/2021,Pregão,09/08/2021,J,WYETH INDUSTRIA FARMACEUTICA LTDA ,61.072.393/0001-33,BH FARMA COMÉRCIO LTDA,42.799.163/0001-26,MUNICIPIO DE PIUMHI,16.781.346/0001-04,PIUMHI,MG,"34,0000","3.329,6500","3.682,9700",02/2022,"2.260,8655"
BR0295302,"TRASTUZUMABE, CONCENTRAÇÃO:440 MG, FORMA FARMACÊUTICA:PÓ LIOFILO INJETÁVEL",FRASCO-AMPOLA,Não,1921600020016,20/05/2021,Pregão,24/05/2021,A,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA   ,05.452.889/0001-61,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,04.307.650/0015-30,SECRETARIA DE SAUDE,10.572.048/0001-28,RECIFE,PE,"1344,0000","3.600,0000","7.165,5500",02/2022,"3.600,0000"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1010005480038,27/09/2021,Pregão,27/09/2021,J,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0001-23,AGLON COMERCIO E REPRESENTAÇÕES LTDA,65.817.900/0001-71,MUNICIPIO DE SANTOS,58.200.015/0001-83,SANTOS,SP,"9,0000","5.350,0000","5.909,3800",02/2022,"2.260,8655"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1004706180036,14/04/2021,Pregão,07/06/2021,A,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA. ,61.286.647/0001-16,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,MUNICIPIO DE ITAPOLIS,49.979.255/0001-37,ITAPOLIS,SP,"8,0000","5.613,0000","5.909,3800",02/2022,"1.774,4587"
BR0430403,"TRASTUZUMABE, COMPOSIÇÃO:ENTANSINA, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIOFILO INJETÁVEL",FRASCO-AMPOLA,Não,1010006590015,19/10/2020,Pregão,19/10/2020,A,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0001-23,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0001-23,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"250,0000","5.661,8700","7.566,4000",02/2022,"5.737,0453"
BR0430403,"TRASTUZUMABE, COMPOSIÇÃO:ENTANSINA, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIOFILO INJETÁVEL",FRASCO-AMPOLA,Não,1010006590015,09/12/2020,Pregão,30/06/2021,A,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0001-23,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.,53.359.824/0004-61,SECRETARIA DE ESTADO DA SAUDE,46.374.500/0262-31,SAO PAULO,SP,"4200,0000","5.741,5200","7.672,8400",02/2022,"5.737,0453"
BR0268520,"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 50,00 ML",Não,1010005480038,30/06/2021,Pregão,09/11/2021,J,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0001-23,MERCO SOLUCOES EM SAUDE LTDA ,05.912.018/0001-83,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"2,0000","5.909,3800","5.909,3800",02/2022,"2.260,8655"
BR0430403,"TRASTUZUMABE, COMPOSIÇÃO:ENTANSINA, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIOFILO INJETÁVEL",FRASCO-AMPOLA,Não,1010006590015,05/11/2021,Pregão,25/11/2021,J,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0001-23,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,33.009.945/0002-04,SECRETARIA DA SAUDE,87.958.625/0001-49,PORTO ALEGRE,RS,"840,0000","5.978,8200","6.020,8800",02/2022,"5.978,8200"
