  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,19/01/2021,Pregão,19/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL,07.926.117/0001-40,CAMAQUA,RS,"1740500,0000","0,0174","0,1232",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,22/03/2021,Pregão,25/06/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA,10.540.697/0001-47,FORQUILHINHA,SC,"268000,0000","0,0174","0,1218",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100053,17/09/2021,Tomada de Preços,04/10/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0007-00,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"10000,0000","0,0178","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100053,16/02/2021,Pregão,04/03/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0007-00,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"10000,0000","0,0178","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,08/04/2021,Pregão,21/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,FUNDO MUNICIPAL DE SAUDE DE GUAIRA,95.725.438/0001-43,GUAIRA,PR,"400000,0000","0,0180","0,1232",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não, Não Informado,25/11/2020,Pregão,04/03/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA,02.814.497/0003-79,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE PINHAIS,95.423.000/0001-00,PINHAIS,PR,"1000000,0000","0,0184","0,0000",N/A,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,16/09/2020,Pregão,21/09/2020,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0007-00,FUNDO MUNICIPAL DE SAUDE DE SERRA,14.814.026/0001-88,SERRA,ES,"7700000,0000","0,0185","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,15/12/2021,Tomada de Preços,08/02/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,ACACIA COMERCIO DE MEDICAMENTOS LTDA ,03.945.035/0001-91,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"10000,0000","0,0188","0,1232",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,04/12/2020,Pregão,23/08/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE SAO SEBASTIAO DA GRAMA,45.741.527/0001-05,SAO SEBASTIAO DA GRAMA,SP,"3000,0000","0,0190","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,25/01/2021,Pregão,06/02/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,FABMED DISTRIBUIDORA HOSPITALAR LTDA.,05.400.006/0001-70,FUNDO MUNICIPAL DE SAUDE,11.270.608/0001-52,BOQUIM,SE,"290000,0000","0,0195","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,22/01/2021,Pregão,22/04/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,FABMED DISTRIBUIDORA HOSPITALAR LTDA.,05.400.006/0001-70,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28.715.986/0001-03,AMPARO DE SAO FRANCISCO,SE,"500,0000","0,0195","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438100650021,13/12/2020,Pregão,16/08/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE SALTO,46.634.507/0001-06,SALTO,SP,"96000,0000","0,0198","0,2663",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100053,07/05/2021,Pregão,19/08/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"17132325,0000","0,0199","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1091700320058,28/12/2020,Pregão,20/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,FUNDACAO MUNICIPAL DE SAUDE DE PONTA GROSSA,32.370.759/0001-52,PONTA GROSSA,PR,"3500000,0000","0,0200","0,1303",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438100650056,23/11/2020,Pregão,24/11/2020,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,FUNDO MUNICIPAL DE SAUDE,08.542.693/0001-56,LOBATO,PR,"3000,0000","0,0200","0,2015",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,20/01/2021,Pregão,12/02/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,FABMED DISTRIBUIDORA HOSPITALAR LTDA.,05.400.006/0001-70,FUNDO MUNICIPAL DE SAUDE,11.718.406/0001-20,ARACAJU,SE,"5061852,0000","0,0200","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,29/03/2021,Pregão,06/04/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/MG PRODUTOS HOSPITALARES LTDA ,12.927.876/0001-67,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"176000,0000","0,0200","0,1232",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,28/10/2020,Pregão,26/11/2020,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA - EPP ,17.472.278/0001-64,MUNICIPIO DE SAO JOSE DOS PINHAIS,76.105.543/0001-35,SAO JOSE DOS PINHAIS,PR,"3200000,0000","0,0200","0,1232",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930018,20/10/2020,Pregão,27/05/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA - EPP ,17.472.278/0001-64,FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA,06.016.618/0001-26,MIRANTE DA SERRA,RO,"8750,0000","0,0200","0,1217",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1091700320058,06/02/2021,Pregão,06/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,DROGAMIX DISTRIBUIDORA DE MEDICAMENTOS EIRELI,31.368.706/0001-34,FUNDO MUNICIPAL DE SAUDE,08.851.627/0001-68,BELEM DE MARIA,PE,"42000,0000","0,0200","0,1303",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1091700930042,15/06/2021,Pregão,01/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,FUNDO MUNICIPAL DE SAUDE,09.253.109/0001-05,CAMPO MOURAO,PR,"1200000,0000","0,0200","0,1232",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100053,19/04/2021,Pregão,11/06/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,ZUCK PAPEIS LTDA,23.232.280/0001-69,FUNDO MUNICIPAL DE SAUDE,11.248.285/0001-09,IPOJUCA,PE,"485760,0000","0,0200","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,31/08/2020,Pregão,12/01/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,SEMEAR DISTRIBUIDORA EIRELI - EPP ,10.269.296/0001-02,FUNDO MUNICIPAL DE SAUDE,14.734.122/0001-16,SAO ROQUE DO CANAA,ES,"120000,0000","0,0200","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100029,19/01/2022,Pregão,17/02/2022,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,CENTERMEDI - COMERCIO DE PRODUTOS HOSPITARES LTDA. ,03.652.030/0001-70,FUNDO MUNICIPAL DE SAUDE DE SAO GABRIEL DO OESTE,13.659.627/0001-09,SAO GABRIEL DO OESTE,MS,"600000,0000","0,0200","0,1223",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438100650056,07/03/2021,Pregão,19/08/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE IGREJINHA,88.379.763/0001-36,IGREJINHA,RS,"65000,0000","0,0200","0,2015",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100053,19/04/2021,Pregão,20/05/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,FABMED DISTRIBUIDORA HOSPITALAR LTDA.,05.400.006/0001-70,FUNDO MUNICIPAL DE SAUDE,11.248.285/0001-09,IPOJUCA,PE,"1457280,0000","0,0200","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1256801670024,19/07/2021,Pregão,16/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,UBIMED DISTRIBUIDORA MEDICO HOSPITALAR - EIRELI - EPP ,18.161.599/0001-00,FUNDO MUNICIPAL DE SAUDE,08.542.693/0001-56,LOBATO,PR,"4000,0000","0,0200","0,1672",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438100650021,12/05/2021,Pregão,05/01/2022,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,ZUCK PAPEIS LTDA,23.232.280/0001-69,FUNDO MUNICIPAL DE SAUDE DE ITABAIANA SERGIPE,12.219.015/0001-24,ITABAIANA,SE,"2300000,0000","0,0200","0,2663",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1037001040019,01/01/2021,Pregão,13/04/2021,A,LABORATORIO TEUTO BRASILEIRO S/A ,17.159.229/0001-76,CIRURGICA REAL - COMERCIAL HOSPITALAR E FARMACEUTICA - EIRELI - ME ,04.880.586/0001-87,FUNDO MUNICIPAL DE SAUDE - MUNICIPIO DE ARIRANHA DO IVAI,09.380.391/0001-91,ARIRANHA DO IVAI,PR,"15000,0000","0,0200","0,2385",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO - GENÉRICO,Sim,1438102100053,10/06/2021,Pregão,19/07/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.,02.520.829/0003-02,FUNDO MUNICIPAL DE SAUDE DE FLORIANOPOLIS,08.935.681/0001-91,FLORIANOPOLIS,SC,"7000000,0000","0,0200","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,02/12/2020,Pregão,25/06/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,FUNDO MUNICIPAL DE SAUDE DE JARAGUA DO SUL,14.007.211/0001-60,JARAGUA DO SUL,SC,"2250000,0000","0,0200","0,1560",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1558401190055,26/03/2021,Pregão,22/11/2021,A,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A. ,05.161.069/0001-10,DISTRIBUIDORA DE MEDICAMENTOS PARANA LTDA,39.448.478/0001-14,FUNDACAO MUNICIPAL DE SAUDE DE BITURUNA,04.326.257/0001-99,BITURUNA,PR,"15000,0000","0,0200","0,2810",02/2022,"0,0411"
BR0267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",COMPRIMIDO,Não,1438102100053,20/01/2021,Pregão,12/02/2021,A,CIMED INDUSTRIA DE MEDICAMENTOS LTDA ,02.814.497/0001-07,ZUCK PAPEIS LTDA,23.232.280/0001-69,FUNDO MUNICIPAL DE SAUDE,11.718.406/0001-20,ARACAJU,SE,"893268,0000","0,0200","0,1560",02/2022,"0,0411"
