  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO - GENÉRICO,Sim,1103901990031,31/12/2021,Pregão,02/03/2022,A,FUNDACAO PARA O REMEDIO POPULAR FURP,43.640.754/0001-19,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA ,00.802.002/0001-02,FUNDO MUNICIPAL SAUDE,11.265.919/0001-23,DIONISIO CERQUEIRA,SC,"60000,0000","0,0210","0,2028",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,09/06/2021,Pregão,13/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SC PRODUTOS HOSPITALARES LTDA,05.531.725/0001-20,CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI,03.269.695/0001-08,BLUMENAU,SC,"1432500,0000","0,0217","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,01/09/2021,Pregão,05/11/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDACAO MUNICIPAL DE SAUDE DE PONTA GROSSA,32.370.759/0001-52,PONTA GROSSA,PR,"500000,0000","0,0219","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,28/06/2021,Pregão,13/01/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,SOMA/MG PRODUTOS HOSPITALARES LTDA ,12.927.876/0001-67,MUNICIPIO DE PARA DE MINAS,18.313.817/0001-85,PARA DE MINAS,MG,"182000,0000","0,0220","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,27/08/2021,Pregão,03/09/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA ,00.802.002/0001-02,AUTARQUIA MUNICIPAL DE SAUDE DE APUCARANA A M S,78.956.513/0001-68,APUCARANA,PR,"1300000,0000","0,0220","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,29/10/2020,Pregão,10/12/2020,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE PEDERNEIRAS,46.189.718/0001-79,PEDERNEIRAS,SP,"250000,0000","0,0220","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,14/10/2021,Pregão,03/01/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE MARIPA,95.583.571/0001-02,MARIPA,PR,"8000,0000","0,0220","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,02/12/2020,Pregão,10/02/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SC PRODUTOS HOSPITALARES LTDA,05.531.725/0001-20,CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI,03.269.695/0001-08,BLUMENAU,SC,"1221000,0000","0,0220","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,25/11/2020,Pregão,04/03/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE PINHAIS,95.423.000/0001-00,PINHAIS,PR,"500000,0000","0,0220","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,15/12/2021,Pregão,01/02/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/MG PRODUTOS HOSPITALARES LTDA ,12.927.876/0001-67,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"4000,0000","0,0220","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,14/11/2020,Pregão,08/12/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE ITAPETININGA,46.634.291/0001-70,ITAPETININGA,SP,"1000000,0000","0,0220","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,19/01/2021,Pregão,19/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,RS - PRODUTOS HOSPITALARES LTDA ,06.294.126/0001-00,CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL,07.926.117/0001-40,CAMAQUA,RS,"1160000,0000","0,0223","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1542300430038,10/11/2020,Pregão,15/02/2021,A,GEOLAB INDUSTRIA FARMACÊUTICA LTDA,03.485.572/0001-04,CLASSMED - PRODUTOS HOSPITALARES LTDA - EPP ,01.328.535/0001-59,MUNICIPIO DE CAMPO LARGO,76.105.618/0001-88,CAMPO LARGO,PR,"99990,0000","0,0226","0,2150",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,02/07/2021,Pregão,11/10/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SC PRODUTOS HOSPITALARES LTDA,05.531.725/0001-20,CONSORCIO INTERMUNICIPAL DE SAUDE DA REGIAO DO CONTESTADO,03.887.256/0001-50,CANOINHAS,SC,"495300,0000","0,0230","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,28/10/2021,Pregão,12/01/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,RS - PRODUTOS HOSPITALARES LTDA ,06.294.126/0001-00,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"21000,0000","0,0230","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,18/03/2021,Pregão,22/04/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,RS - PRODUTOS HOSPITALARES LTDA ,06.294.126/0001-00,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"24000,0000","0,0230","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,30/11/2020,Pregão,23/11/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,COMERCIAL CIRÚRGICA RIOCLARENSE LTDA,67.729.178/0002-20,MUNICIPIO DE PARA DE MINAS,18.313.817/0001-85,PARA DE MINAS,MG,"169000,0000","0,0235","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1542300430038,07/05/2021,Pregão,19/08/2021,A,GEOLAB INDUSTRIA FARMACÊUTICA LTDA,03.485.572/0001-04,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,07.752.236/0004-76,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,12.075.748/0001-32,FLORIANOPOLIS,SC,"5837430,0000","0,0237","0,2150",02/2022,"0,0286"
BR0442754,"GLICLAZIDA, CONCENTRAÇÃO:30 MG, FORMA FARMACÊUTICA:LIBERAÇÃO PROLONGADA",COMPRIMIDO - GENÉRICO,Sim,1235202230024,04/12/2020,Pregão,03/02/2021,A,RANBAXY FARMACEUTICA LTDA,73.663.650/0001-90,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA ,00.802.002/0001-02,MUNICIPIO DE PIEN,76.002.666/0001-40,PIEN,PR,"30000,0000","0,0240","0,0000",N/A,"0,1379"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,12/11/2021,Pregão,10/12/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE PEDERNEIRAS,46.189.718/0001-79,PEDERNEIRAS,SP,"50000,0000","0,0240","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,02/12/2020,Pregão,25/06/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO MUNICIPAL DE SAUDE DE JARAGUA DO SUL,14.007.211/0001-60,JARAGUA DO SUL,SC,"400000,0000","0,0240","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640011,18/11/2021,Pregão,07/02/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,CONSORCIO INTERMUNICIPAL DO SUL DO ESTADO DE ALAGOAS - CONISUL,18.538.208/0001-24,PENEDO,AL,"20185000,0000","0,0240","0,2073",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,10/06/2021,Pregão,19/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.,02.520.829/0003-02,FUNDO MUNICIPAL DE SAUDE DE FLORIANOPOLIS,08.935.681/0001-91,FLORIANOPOLIS,SC,"2800000,0000","0,0240","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,09/10/2020,Pregão,18/02/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,MUNICIPIO DE SERRANA,44.229.813/0001-23,SERRANA,SP,"80000,0000","0,0240","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1542300430038,17/05/2021,Pregão,26/05/2021,A,GEOLAB INDUSTRIA FARMACÊUTICA LTDA,03.485.572/0001-04,GEOLAB INDUSTRIA FARMACÊUTICA LTDA,03.485.572/0001-04,CONSORCIO INTERGESTORES PARANA SAUDE,03.273.207/0001-28,CURITIBA,PR,"27000000,0000","0,0245","0,2150",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,22/03/2021,Pregão,25/06/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SC PRODUTOS HOSPITALARES LTDA,05.531.725/0001-20,FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA,10.540.697/0001-47,FORQUILHINHA,SC,"123000,0000","0,0248","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,27/11/2020,Pregão,21/12/2020,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE PALOTINA,76.208.487/0001-64,PALOTINA,PR,"200000,0000","0,0249","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640011,21/09/2020,Pregão,06/11/2020,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,CIRURGICA NOSSA SENHORA - EIRELI,24.586.988/0001-80,FUNDACAO MUNICIPAL DE SAUDE DE BITURUNA,04.326.257/0001-99,BITURUNA,PR,"10000,0000","0,0249","0,2073",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,29/03/2021,Pregão,06/04/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/MG PRODUTOS HOSPITALARES LTDA ,12.927.876/0001-67,MUNICIPIO DE GUAXUPE,18.663.401/0001-97,GUAXUPE,MG,"52000,0000","0,0250","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,09/06/2021,Pregão,14/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE JAGUARIUNA,46.410.866/0001-71,JAGUARIUNA,SP,"72000,0000","0,0250","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,14/06/2021,Pregão,04/11/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO MUNICIPAL DE SAUDE DE GUAIRA,95.725.438/0001-43,GUAIRA,PR,"280000,0000","0,0250","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,22/10/2021,Pregão,06/01/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,04.372.020/0001-44,MUNICIPIO DE PALOTINA,76.208.487/0001-64,PALOTINA,PR,"200000,0000","0,0250","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,04/10/2021,Pregão,27/10/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE SAO JOSE DOS PINHAIS,76.105.543/0001-35,SAO JOSE DOS PINHAIS,PR,"800000,0000","0,0250","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,22/06/2021,Pregão,20/07/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE BAURU,46.137.410/0001-80,BAURU,SP,"714000,0000","0,0250","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não, Não Informado,08/10/2020,Pregão,13/11/2020,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. ,17.875.154/0003-91,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,MUNICIPIO DE MARIPA,95.583.571/0001-02,MARIPA,PR,"10000,0000","0,0250","0,0000",N/A,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,27/10/2020,Dispensa de Licitação,16/11/2020,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,80.257.355/0001-08,PONTA GROSSA,PR,"120,0000","0,0250","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,28/01/2021,Pregão,15/02/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,FUNDO MUNICIPAL DE SAUDE DE SERRA,14.814.026/0001-88,SERRA,ES,"2000000,0000","0,0252","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,25/01/2021,Pregão,12/03/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,04.372.020/0001-44,CONSORCIO INTERMUNICIPAL DE SAUDE DA REGIAO DO CONTESTADO,03.887.256/0001-50,CANOINHAS,SC,"815000,0000","0,0259","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,30/09/2020,Pregão,19/03/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE SAO MANUEL,46.634.523/0001-90,SAO MANUEL,SP,"240000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,04/12/2020,Pregão,23/08/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,67.729.178/0004-91,MUNICIPIO DE SAO SEBASTIAO DA GRAMA,45.741.527/0001-05,SAO SEBASTIAO DA GRAMA,SP,"50000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,03/08/2021,Pregão,17/09/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,RS - PRODUTOS HOSPITALARES LTDA ,06.294.126/0001-00,MUNICIPIO DE FLORES DA CUNHA,87.843.819/0001-07,FLORES DA CUNHA,RS,"23000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,14/04/2021,Pregão,07/06/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/MG PRODUTOS HOSPITALARES LTDA ,12.927.876/0001-67,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"2000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,25/06/2021,Pregão,11/02/2022,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/SP PRODUTOS HOSPITALARES LTDA ,05.847.630/0001-10,MUNICIPIO DE MONTE ALTO,51.816.247/0001-11,MONTE ALTO,SP,"14000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,12/05/2021,Pregão,22/06/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO MUNICIPAL DE SAUDE DE TRES LAGOAS-MS,13.034.603/0001-56,TRES LAGOAS,MS,"400000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,17/09/2021,Tomada de Preços,06/10/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,SOMA/MG PRODUTOS HOSPITALARES LTDA ,12.927.876/0001-67,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"2000,0000","0,0260","0,2081",02/2022,"0,0286"
BR0267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,Não,1091700640028,17/03/2021,Pregão,18/08/2021,A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA ,17.875.154/0001-20,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO MUNICIPAL DE SAUDE,11.306.864/0001-52,MUNDO NOVO,MS,"130000,0000","0,0260","0,2081",02/2022,"0,0286"
